vehicle_id,listing_date,manufacture_year,brand,vehicle_type,battery_capacity_kwh,battery_health_pct,range_km,km_driven,charging_time_hr,fast_charging,owner_count,city,service_history,resale_price
EV-20699,2026-11-08,2017,Atheron,Hatchback,66.8,96.4,469,64972,6.4,Yes,1,Hyderabad,Missing,1673818
EV-20733,2026-11-09,2016,GreenDrive,SUV,55.4,84.3,311,47989,5.5,Yes,1,Mumbai,Complete,1539444
EV-20280,2026-11-10,2025,Atheron,SUV,73.6,95.3,203,23111,4.2,Yes,1,Mumbai,Complete,1758989
EV-20582,2026-11-11,2020,Atheron,Crossover,51.8,91.3,188,62150,7.2,No,1,Pune,Partial,1313932
EV-20211,2026-11-12,2022,Voltix,Crossover,54.8,92.2,237,38592,5.5,No,4,Mumbai,Complete,1463940
EV-20994,2026-11-13,2017,GreenDrive,Crossover,74.3,96.9,281,22130,7.4,Yes,1,Pune,Complete,1756838
EV-20694,2026-11-14,2016,Nexora,SUV,84.9,93.1,311,42225,5.4,Yes,1,Delhi,Complete,1867375
EV-20758,2026-11-15,2023,Atheron,Crossover,87.7,86,406,67039,4.8,Yes,3,Chennai,Partial,1629169
EV-20510,2026-11-16,2022,Nexora,SUV,60.4,98.4,296,71157,6.9,No,1,Chennai,Complete,1617539
EV-20053,2026-11-17,2023,E-Motion,SUV,86.3,81.3,433,159767,7.1,Yes,1,Delhi,,1559561
EV-20369,2026-11-18,2025,GreenDrive,Hatchback,72.2,94.6,511,47983,6.2,Yes,1,Delhi,Partial,1854753
EV-20441,2026-11-19,2023,GreenDrive,SUV,61.4,84.7,515,32768,5.1,Yes,4,Pune,Partial,1711085
EV-20742,2026-11-20,2025,Nexora,Sedan,64.3,85.2,485,50274,3.5,Yes,1,Hyderabad,Complete,1797848
EV-20038,2026-11-21,2017,Nexora,Crossover,56,93.2,289,32695,7.4,No,3,Delhi,Complete,1515014
EV-20588,2026-11-22,2020,Nexora,Crossover,44.1,90.7,481,141481,4.1,No,3,Chennai,,1595098
EV-20150,2026-11-23,2017,Atheron,SUV,43.5,,305,19535,7.8,Yes,2,Bengaluru,Partial,1431289
EV-20141,2026-11-24,2025,Nexora,SUV,39,86.3,461,49698,7.3,No,1,Mumbai,Complete,1773018
EV-20032,2026-11-25,2020,GreenDrive,SUV,60.2,92.8,407,18940,5.9,No,2,Delhi,Complete,1713260
EV-20728,2026-11-26,2020,E-Motion,Sedan,60,88.4,401,12431,8.3,Yes,1,Bengaluru,Complete,1692929
EV-20073,2026-11-27,2022,E-Motion,Sedan,75.6,90.7,382,124993,6.5,No,1,Mumbai,Complete,1621289
EV-20677,2026-11-28,2019,Atheron,SUV,68.9,95.3,559,26673,7.7,Yes,1,Pune,Complete,1883411
EV-20184,2026-11-29,2017,GreenDrive,Sedan,63.4,95.7,366,18566,9.4,No,2,Bengaluru,Partial,1560244
EV-20672,2026-11-30,2017,Atheron,Crossover,51.4,88.2,243,55743,8.1,Yes,1,Delhi,Complete,1294247
EV-20684,2026-12-01,2024,Voltix,SUV,49.1,86.2,218,49682,6,Yes,1,Mumbai,Complete,1618883
EV-20462,2026-12-02,2020,GreenDrive,Sedan,29.6,87.1,332,22714,5.2,Yes,2,Pune,Complete,1456637
EV-20385,2026-12-03,2019,Atheron,Crossover,77,90.1,392,42529,5.5,No,2,Chennai,Complete,1647913
EV-20946,2026-12-04,2025,Nexora,Hatchback,58.2,100,499,8045,4.9,Yes,1,Hyderabad,Missing,1981109
EV-20673,2026-12-05,2024,GreenDrive,Sedan,59.4,88.9,406,55956,6.9,Yes,2,Hyderabad,Complete,1556462
EV-20605,2026-12-06,2016,Atheron,Hatchback,81.9,91.1,271,27111,3.7,Yes,3,Chennai,Complete,1485534
EV-20968,2026-12-07,2020,Voltix,Hatchback,33.2,83.7,289,25114,6.3,Yes,1,Chennai,Partial,1357544
EV-20610,2026-12-08,2017,Nexora,Sedan,69.3,,379,22898,6.2,Yes,1,Bengaluru,Complete,1676092
EV-20500,2026-12-09,2021,Voltix,SUV,48.9,89.6,324,66731,5.3,Yes,1,Delhi,Partial,1534269
EV-20324,2026-12-10,2016,Atheron,SUV,62.4,93.4,354,85269,7.2,Yes,2,Pune,Partial,1417414
EV-20755,2026-12-11,2023,Atheron,SUV,59.4,95.3,483,45641,3,Yes,2,Pune,Complete,1819005
EV-20725,2026-12-12,2024,E-Motion,SUV,80.8,89.9,401,25962,10.5,Yes,1,Chennai,Complete,1815211
EV-20990,2026-12-13,2021,GreenDrive,SUV,38.9,96.1,343,26252,9.1,Yes,3,Mumbai,Complete,1510734
EV-20126,2026-12-14,2025,E-Motion,SUV,51.4,98,348,107515,5.4,No,1,Delhi,Complete,1514605
EV-20970,2026-12-15,2021,Atheron,Hatchback,51.7,,345,46749,8.6,No,1,Chennai,Partial,1403366
EV-20785,2026-12-16,2021,Voltix,Hatchback,29.5,91.8,459,67336,7.3,Yes,1,Bengaluru,Partial,1384071
EV-20396,2026-12-17,2025,Nexora,SUV,63.7,90.6,406,34674,7.2,Yes,1,Delhi,Complete,1797369
EV-20374,2026-12-18,2021,Nexora,Sedan,51.1,94.5,370,52967,5.5,No,1,Chennai,Complete,1608688
EV-20194,2026-12-19,2018,GreenDrive,SUV,59.3,81.8,261,80791,4,No,2,Chennai,Complete,1257677
EV-20363,2026-12-20,2024,Voltix,SUV,64.2,93,410,13853,5.6,Yes,4,Pune,Complete,1744557
EV-20113,2026-12-21,2017,GreenDrive,Hatchback,49.6,98.4,418,38566,7.8,Yes,3,Delhi,Complete,1511149
EV-20818,2026-12-22,2020,E-Motion,Crossover,72.2,89.5,488,57980,5.3,Yes,1,Chennai,,1703282
EV-20310,2026-12-23,2016,E-Motion,SUV,54,83.3,346,120264,4.4,No,1,Chennai,Partial,1232423
EV-20521,2026-12-24,2020,GreenDrive,Hatchback,49.8,83.7,425,64567,5.2,No,1,Pune,Complete,1438609
EV-20608,2026-12-25,2019,Nexora,SUV,59.6,90.1,272,20131,6.7,Yes,1,Pune,Missing,1560518
EV-20788,2026-12-26,2022,Atheron,Crossover,43,84.1,207,34061,3.1,No,1,Chennai,Partial,1487692
EV-20849,2026-12-27,2022,Atheron,Sedan,75.5,89.4,265,22503,6.7,Yes,1,Bengaluru,Partial,1648319
EV-20106,2026-12-28,2016,GreenDrive,Hatchback,54.4,90.6,400,81095,11.1,No,2,Mumbai,Complete,1303927
EV-20621,2026-12-29,2017,GreenDrive,Hatchback,66.7,87.3,387,22428,6.3,Yes,3,Bengaluru,Partial,1527209
EV-20637,2026-12-30,2022,GreenDrive,Hatchback,52.8,100,312,22776,6.5,Yes,1,Delhi,Partial,1569538
EV-20174,2026-12-31,2023,Voltix,SUV,34.6,93.1,370,101584,5.3,Yes,1,Pune,Complete,1443945
EV-20022,2027-01-01,2018,Voltix,Hatchback,74.1,83.3,401,156868,6.6,Yes,2,Pune,Partial,1183921
EV-20072,2027-01-02,2017,E-Motion,Crossover,39.6,91.8,218,65108,6.4,Yes,1,Pune,Partial,1386647
EV-20312,2027-01-03,2017,Atheron,SUV,79.2,90.1,474,149990,6.7,Yes,1,Pune,Complete,1631792
EV-20999,2027-01-04,2021,Nexora,Crossover,50.2,93.5,184,53473,8.5,Yes,2,Mumbai,Complete,1613808
EV-20971,2027-01-05,2024,Atheron,Sedan,71.1,93.7,366,79447,5.7,Yes,2,Delhi,Missing,1528737
EV-20092,2027-01-06,2022,E-Motion,Crossover,52.6,88.8,441,25637,4.4,Yes,1,Hyderabad,Complete,1708328
EV-20089,2027-01-07,2019,Nexora,Hatchback,63.6,83.4,182,58062,6.7,No,2,Delhi,Complete,1300481
EV-20178,2027-01-08,2021,E-Motion,Sedan,55,100,273,42159,6.7,Yes,3,Hyderabad,Missing,1547032
EV-20678,2027-01-09,2020,Voltix,Hatchback,31.8,94.7,260,33783,2.7,Yes,1,Mumbai,Complete,1488900
EV-20907,2027-01-10,2022,E-Motion,SUV,42.3,81.2,403,38443,5.7,Yes,1,Delhi,Partial,1566299
EV-20665,2027-01-11,2017,Voltix,Hatchback,39,100,364,24397,7.5,Yes,1,Mumbai,Partial,1599572
EV-20543,2027-01-12,2019,Nexora,Sedan,37.5,91.5,420,19720,,No,2,Hyderabad,Complete,1681455
EV-20714,2027-01-13,2016,Atheron,Sedan,56.5,96.7,334,37286,2,Yes,2,Pune,Complete,1598515
EV-20724,2027-01-14,2022,GreenDrive,Hatchback,67.8,88.8,386,37826,6.9,No,1,Hyderabad,Partial,1545670
EV-20958,2027-01-15,2020,Nexora,SUV,71.1,92.2,403,71321,4.3,No,1,Hyderabad,Complete,1645371
EV-20218,2027-01-16,2025,E-Motion,Sedan,47.1,100,541,120343,7.1,No,1,Pune,Partial,1551392
EV-20779,2027-01-17,2020,Nexora,Sedan,65.7,,503,24123,5,Yes,1,Chennai,Partial,2008096
EV-20504,2027-01-18,2025,GreenDrive,Hatchback,59.1,94,294,90704,2.2,Yes,2,Delhi,Partial,1559692
EV-20555,2027-01-19,2022,Voltix,Crossover,39.9,93.1,418,26694,6.1,Yes,2,Pune,Complete,1617119
EV-20112,2027-01-20,2022,Nexora,Sedan,84.8,91.9,426,23860,4.2,Yes,1,Chennai,,1886861
EV-20088,2027-01-21,2022,GreenDrive,Crossover,79.4,88.3,377,53102,6,Yes,2,Chennai,Complete,1714458
EV-20638,2027-01-22,2022,Nexora,Crossover,53.8,91.2,407,37165,6.2,No,3,Delhi,Complete,1553786
EV-20628,2027-01-23,2017,Voltix,Crossover,49.7,84.5,523,105034,8.6,Yes,1,Chennai,Complete,1466109
EV-20487,2027-01-24,2021,Voltix,Hatchback,68.3,88.7,408,5779,9.4,Yes,3,Delhi,Complete,1715613
EV-20912,2027-01-25,2023,Voltix,Sedan,52.8,,501,95022,6.2,Yes,3,Hyderabad,Partial,1541348
EV-20996,2027-01-26,2020,Nexora,SUV,64,94.6,387,70303,6.7,No,2,Bengaluru,Complete,1647002
EV-20944,2027-01-27,2024,GreenDrive,Sedan,60.8,98,,44822,5,No,2,Hyderabad,Complete,1833797
EV-20454,2027-01-28,2017,E-Motion,Crossover,44,87.2,324,69417,6.7,Yes,1,Bengaluru,,1430054
EV-20368,2027-01-29,2016,GreenDrive,Hatchback,75.7,91.1,342,20072,8.9,Yes,1,Bengaluru,Partial,1584066
EV-20266,2027-01-30,2019,Voltix,SUV,66,88.2,444,128720,7.7,Yes,2,Bengaluru,Complete,1574143
EV-20086,2027-01-31,2025,E-Motion,SUV,25,92.8,480,83103,6.5,No,3,Pune,Complete,1489227
EV-20231,2027-02-01,2023,Atheron,Sedan,38.2,99.6,533,36823,7.9,Yes,1,Hyderabad,Partial,1787089
EV-20036,2027-02-02,2022,GreenDrive,SUV,48.1,95.4,495,52995,7.6,Yes,2,Chennai,Complete,1636895
EV-20649,2027-02-03,2018,Atheron,SUV,55.4,91,522,10077,2.9,Yes,1,Bengaluru,Complete,1803188
EV-20744,2027-02-04,2020,E-Motion,Crossover,55.1,87.3,322,48965,7,Yes,2,Hyderabad,Partial,1519800
EV-20422,2027-02-05,2020,Nexora,Crossover,68.2,92.8,497,16717,3.6,No,2,Chennai,Partial,1798038
EV-20005,2027-02-06,2025,Voltix,Sedan,61.41577406,91.8,452,114700,2.2,Yes,1,Mumbai,Missing,1458529
EV-20457,2027-02-07,2023,E-Motion,Sedan,55.1,90.1,516,35415,3.2,No,2,Chennai,Complete,1746617
EV-20737,2027-02-08,2019,Atheron,Hatchback,53.9,82.3,301,52921,6.2,Yes,2,Mumbai,,1266332
EV-20446,2027-02-09,2024,Nexora,Hatchback,66.1,96.1,426,19959,8.7,Yes,1,Chennai,Complete,1835351
EV-20830,2027-02-10,2017,GreenDrive,Hatchback,43.6,90.4,440,24857,3.5,Yes,1,Mumbai,Complete,1620946
EV-20816,2027-02-11,2025,E-Motion,Crossover,67.4,88.9,443,40215,7.3,Yes,2,Delhi,Complete,1713816
EV-20429,2027-02-12,2016,GreenDrive,SUV,34.2,89.9,439,28886,7.1,Yes,2,Hyderabad,Complete,1462393
EV-20219,2027-02-13,2024,GreenDrive,Crossover,54.9,85.2,425,64862,7.3,No,1,Chennai,Partial,1545095
EV-20467,2027-02-14,2020,E-Motion,Crossover,63.9,99.2,407,14083,5.1,Yes,1,Delhi,Complete,1858455
EV-20447,2027-02-15,2020,Nexora,SUV,28.7,87.4,331,19409,8.9,No,3,Delhi,Complete,1432859
EV-20880,2027-02-16,2020,GreenDrive,Sedan,38.4,87.9,444,41537,7.2,Yes,1,Chennai,Partial,1473413
EV-20281,2027-02-17,2017,Voltix,Hatchback,59.7,87,283,55487,4.2,Yes,3,Bengaluru,Partial,1469087
EV-20149,2027-02-18,2021,GreenDrive,Hatchback,57.3,93.1,426,20497,6.9,Yes,2,Mumbai,Complete,1543631
EV-20444,2027-02-19,2020,Voltix,Crossover,75.9,92.2,223,24898,4.3,Yes,1,Chennai,Complete,1605585
EV-20558,2027-02-20,2016,Voltix,Hatchback,60.5,92.2,277,38709,7.5,No,2,Pune,Complete,1385643
EV-20898,2027-02-21,2022,Nexora,SUV,57.2,88.9,397,65391,3.8,Yes,1,Pune,Complete,1731568
EV-20716,2027-02-22,2018,Atheron,Crossover,53.5,86.1,478,105449,5.5,Yes,2,Pune,Complete,1495866
EV-20148,2027-02-23,2023,Nexora,Hatchback,53.4,85.6,283,50707,5,Yes,1,Bengaluru,Partial,1437329
EV-20514,2027-02-24,2020,Atheron,Crossover,78.7,91.2,309,129144,6.4,Yes,1,Pune,Complete,1525721
EV-20449,2027-02-25,2023,Nexora,Hatchback,68.3,97.2,484,13318,8.6,No,3,Bengaluru,Partial,1796592
EV-20313,2027-02-26,2019,GreenDrive,Crossover,35.9,81.4,217,155098,7.9,Yes,1,Delhi,Complete,1019997
EV-20680,2027-02-27,2016,Atheron,SUV,60.7,89,338,12863,7.9,Yes,1,Mumbai,Complete,1627888
EV-20793,2027-02-28,2021,E-Motion,SUV,68,87.3,350,44903,7.1,Yes,1,Delhi,Partial,1640262
EV-20615,2027-03-01,2017,GreenDrive,Hatchback,,80.2,527,79997,5.4,Yes,1,Bengaluru,Partial,1594748
EV-20976,2027-03-02,2017,E-Motion,Crossover,48.9,86.3,355,63380,7,Yes,1,Pune,Complete,1447287
EV-20400,2027-03-03,2023,Voltix,SUV,55.7,88.9,295,24454,5.4,Yes,1,Bengaluru,Complete,1767425
EV-20094,2027-03-04,2017,Voltix,SUV,64.2,98.5,373,28932,6.7,Yes,3,Chennai,Missing,1648973
EV-20224,2027-03-05,2021,Atheron,Hatchback,69.6,88.2,247,44336,4.6,Yes,2,Pune,Complete,1528719
EV-20634,2027-03-06,2025,Nexora,Sedan,43.9,89.9,405,18814,3.7,Yes,1,Pune,Complete,1811434
EV-20261,2027-03-07,2021,Voltix,Crossover,44.8,92.1,382,35036,2,Yes,2,Bengaluru,Partial,1661193
EV-20736,2027-03-08,2023,E-Motion,SUV,35.4,87.8,347,125147,8.1,Yes,1,Bengaluru,Missing,1351151
EV-20193,2027-03-09,2023,Atheron,Crossover,31.3,97.2,285,33740,8.1,Yes,4,Chennai,Complete,1444991
EV-20322,2027-03-10,2016,Nexora,SUV,59.8,92.6,182,36732,6.8,Yes,2,Chennai,Partial,1477274
EV-20509,2027-03-11,2022,Nexora,Sedan,50.9,88.8,325,23469,3.4,Yes,1,Chennai,Complete,1664737
EV-20474,2027-03-12,2017,E-Motion,Sedan,46.2,93,350,51540,4.2,Yes,3,Chennai,Complete,1487445
EV-20428,2027-03-13,2024,Atheron,Hatchback,61.4,91.9,,47635,6.9,No,3,Delhi,Partial,1639178
EV-20586,2027-03-14,2022,Nexora,Hatchback,46,93.8,485,57483,6.6,Yes,3,Chennai,Complete,1774298
EV-20466,2027-03-15,2025,Voltix,Hatchback,48.1,90.5,212,22365,5.8,Yes,2,Delhi,Complete,1456204
EV-20666,2027-03-16,2023,GreenDrive,Hatchback,75.3,90.5,301,160368,3.7,Yes,3,Mumbai,Missing,1365385
EV-20988,2027-03-17,2023,GreenDrive,Sedan,,87.7,400,42022,7.1,Yes,1,Hyderabad,Complete,1700441
EV-20087,2027-03-18,2023,Voltix,SUV,36.2,98.2,412,24195,5.7,Yes,2,Pune,Complete,1723485
EV-20144,2027-03-19,2017,E-Motion,Sedan,42.2,79.5,396,64092,4.7,No,3,Pune,Complete,1216710
EV-20906,2027-03-20,2020,Nexora,Hatchback,59.4,93.9,237,36190,3.6,Yes,2,Bengaluru,Complete,1647106
EV-20345,2027-03-21,2019,Atheron,Sedan,66.1,92.3,275,24392,2,No,3,Hyderabad,Complete,1525912
EV-20477,2027-03-22,2016,Nexora,Hatchback,42.2,98.1,,30556,8.3,No,1,Pune,Complete,1592901
EV-20812,2027-03-23,2022,GreenDrive,SUV,61.9,82.8,522,26951,4,Yes,1,Pune,Complete,1726852
EV-20761,2027-03-24,2019,Voltix,Hatchback,44.6,87.9,468,58558,7.5,Yes,2,Mumbai,Complete,1430240
EV-20125,2027-03-25,2016,Atheron,Sedan,65,85.5,501,141893.3505,7.2,Yes,1,Hyderabad,Partial,1624373
EV-20277,2027-03-26,2025,Atheron,Hatchback,58.3,89.9,300,36344,4.8,No,2,Chennai,Complete,1495424
EV-20143,2027-03-27,2023,E-Motion,Hatchback,71.5,80.1,389,18874,5.4,Yes,1,Pune,Complete,1607798
EV-20279,2027-03-28,2019,E-Motion,SUV,65.6,87.1,381,116102,6.8,No,2,Bengaluru,Complete,1395622
EV-20863,2027-03-29,2024,GreenDrive,Sedan,56.7,90.7,426,76816,9,Yes,2,Delhi,Partial,1616347
EV-20181,2027-03-30,2025,Voltix,Sedan,46.2,79.1,477,37778,8,Yes,1,Delhi,Partial,1639642
EV-20017,2027-03-31,2016,E-Motion,SUV,34.5,88.2,300,76176,5.1,No,3,Mumbai,Complete,1235460
EV-20232,2027-04-01,2024,GreenDrive,Crossover,79.5,100,358,85073,8.2,No,2,Delhi,Complete,1702172
EV-20702,2027-04-02,2016,E-Motion,Hatchback,45.5,93.4,351,25099,8.5,Yes,1,Pune,Complete,1541959
EV-20047,2027-04-03,2020,Nexora,SUV,68.2,89.3,259,15402,6.6,Yes,1,Hyderabad,Missing,1634976
EV-20157,2027-04-04,2018,Atheron,Hatchback,63.4,81.1,343,59122,6.8,Yes,1,Bengaluru,Complete,1481801
EV-20740,2027-04-05,2018,GreenDrive,Sedan,59.9,95.1,306,42529,6.6,Yes,3,Delhi,Complete,1420343
EV-20978,2027-04-06,2021,Nexora,Hatchback,75.5,,390,47802,,Yes,2,Chennai,Partial,1719449
EV-20475,2027-04-07,2016,Nexora,SUV,67.5,94.3,501,51902,3.3,Yes,1,Mumbai,Partial,1847653
EV-20406,2027-04-08,2023,GreenDrive,Hatchback,39,91.2,450,66056,7.5,Yes,1,Mumbai,Complete,1530211
EV-20334,2027-04-09,2020,Nexora,SUV,56.3,,414,49738,6.1,No,1,Pune,Partial,1624898
EV-20823,2027-04-10,2025,Nexora,Crossover,59.4,87.4,471,100117,4.6,Yes,1,Bengaluru,Partial,1695950
EV-20754,2027-04-11,2020,GreenDrive,SUV,37.9,92.8,153,42680,6.4,Yes,3,Chennai,Complete,1173010
EV-20027,2027-04-12,2024,Nexora,Sedan,31.3,94.6,352,19195,9.2,No,1,Mumbai,Complete,1545197
EV-20414,2027-04-13,2022,E-Motion,Hatchback,83.3,82.5,440,6719,4.1,No,2,Delhi,Complete,1826602
EV-20164,2027-04-14,2019,Atheron,Sedan,59.6,100,420,51171,6.7,Yes,3,Pune,Complete,1608175
EV-20760,2027-04-15,2019,E-Motion,Crossover,,83.8,376,22528,5.4,No,2,Hyderabad,Partial,1448043
EV-20442,2027-04-16,2023,E-Motion,SUV,68.5,87.4,514,15724,6.5,Yes,2,Bengaluru,Complete,1897144
EV-20212,2027-04-17,2019,E-Motion,Hatchback,97.1,91.3,373,90806,8.4,No,2,Chennai,,1534393
EV-20683,2027-04-18,2025,Voltix,Crossover,42,88.1,276,20364,5.7,Yes,1,Chennai,Partial,1585876
EV-20820,2027-04-19,2016,Atheron,Sedan,74.9,97.8,316,39788,,Yes,1,Mumbai,Missing,1584186
EV-20641,2027-04-20,2022,GreenDrive,Sedan,54.8,89.7,473,13121,9,Yes,1,Hyderabad,Partial,1675031
EV-20881,2027-04-21,2018,Voltix,Sedan,47.1,89.4,314,148747,5.1,Yes,1,Delhi,Complete,1188328
EV-20204,2027-04-22,2016,Voltix,Crossover,38.4,98.5,221,61982,4.1,No,1,Pune,Partial,1354177
EV-20197,2027-04-23,2023,Nexora,SUV,58.2,86.6,488,8368,6.5,Yes,1,Bengaluru,Complete,1873996
EV-20139,2027-04-24,2017,GreenDrive,Sedan,78.8,93.6,,45097,6.6,No,1,Pune,Partial,1489146
EV-20722,2027-04-25,2024,Atheron,Sedan,51.9,92,292,117684,5.5,No,1,Bengaluru,,1377189
EV-20791,2027-04-26,2021,Atheron,Hatchback,25,88.3,344,107205,6.2,Yes,1,Mumbai,Complete,1249369
EV-20661,2027-04-27,2024,Nexora,SUV,59.3,90.2,324,61135,4.3,Yes,1,Bengaluru,Complete,1668399
EV-20573,2027-04-28,2021,Voltix,Crossover,71.3,,250,70377,7,Yes,1,Hyderabad,Partial,1497358
EV-20209,2027-04-29,2017,GreenDrive,Hatchback,48.5,98,401,14566,4.3,Yes,3,Bengaluru,Partial,1559823
EV-20375,2027-04-30,2018,E-Motion,SUV,47.9,93,411,80865,3.5,Yes,1,Hyderabad,Complete,1659211
EV-20826,2027-05-01,2021,Nexora,SUV,61.3,87.8,365,73015,2.6,No,4,Pune,Partial,1611878
EV-20378,2027-05-02,2019,Nexora,SUV,45.8,88.1,376,42940,3.1,Yes,1,Delhi,Partial,1605286
EV-20011,2027-05-03,2016,Nexora,Sedan,57.9,99.5,,40831,8.4,Yes,4,Mumbai,Complete,1591429
EV-20223,2027-05-04,2024,GreenDrive,Hatchback,29.7,87.2,302,51280,6.9,Yes,1,Delhi,Partial,1423292
EV-20844,2027-05-05,2018,Atheron,Crossover,59.8,87.4,337,20828,8.1,No,1,Bengaluru,Complete,1472193
EV-20592,2027-05-06,2022,E-Motion,Sedan,65.2,87.7,332,19957,5.5,Yes,3,Pune,Partial,1593720
EV-20298,2027-05-07,2018,Atheron,Hatchback,60.4,83,359,30563,5.5,No,4,Pune,Complete,1406963
EV-20279,2027-05-08,2019,E-Motion,SUV,65.6,87.1,381,116102,6.8,No,2,Bengaluru,Complete,1395622
EV-20009,2027-05-09,2017,Atheron,Crossover,54.3,83.9,298,69328,8.8,No,2,Chennai,Complete,1288950
EV-20327,2027-05-10,2025,E-Motion,SUV,41.3,97,242,45664,4.9,No,1,Pune,Complete,1590752
EV-20840,2027-05-11,2020,Atheron,SUV,59.3,99.7,374,38801,6.6,Yes,2,Pune,Partial,1598486
EV-20207,2027-05-12,2019,GreenDrive,Crossover,69.5,82.5,458,146451,8.1,No,1,Chennai,Complete,1378831
EV-20915,2027-05-13,2023,Atheron,SUV,,91.6,277,34455,7.6,Yes,1,Hyderabad,Missing,1677290
EV-20080,2027-05-14,2018,Voltix,Sedan,64.9,86.7,268,66360,3.2,No,1,Mumbai,Complete,1483833
EV-20975,2027-05-15,2025,Atheron,SUV,75.3,95.7,448,88098,8.6,Yes,2,Chennai,Partial,1824961
EV-20096,2027-05-16,2020,Atheron,Sedan,80.6,92.8,384,23636,8.5,Yes,1,Hyderabad,Partial,1607438
EV-20137,2027-05-17,2017,Nexora,Crossover,30.9,92.9,200,56012,5.5,Yes,3,Hyderabad,Complete,1236701
EV-20192,2027-05-18,2023,Atheron,SUV,74.6,93.8,455,99854,6.4,Yes,2,Delhi,Complete,1714215
EV-20962,2027-05-19,2023,Nexora,Sedan,69.3,94.3,376,28565,5,Yes,2,Delhi,Complete,1766285
EV-20052,2027-05-20,2020,Nexora,Hatchback,39.1,85.1,424,24532,5.7,No,1,Pune,Complete,1489603
EV-20020,2027-05-21,2023,Nexora,Hatchback,39,86.1,276,43462,,Yes,1,Pune,Missing,1483689
EV-20458,2027-05-22,2024,Atheron,Sedan,78.6,94.7,483,49908,6,Yes,1,Bengaluru,Complete,1933302
EV-20443,2027-05-23,2023,Nexora,Hatchback,48.5,95.7,455,36757,7.4,Yes,3,Mumbai,Complete,1710731
EV-20743,2027-05-24,2025,Voltix,Crossover,67.6,95.3,501,26173,5.1,Yes,1,Bengaluru,Complete,2072547
EV-20064,2027-05-25,2018,E-Motion,Crossover,69.1,95.6,299,33505,7.5,Yes,1,Chennai,Complete,1618536
EV-20361,2027-05-26,2020,Voltix,SUV,43.4,87,296,48334,5,No,1,Hyderabad,Complete,1489924
EV-20896,2027-05-27,2019,GreenDrive,Hatchback,76.5,88.5,,32955,5.1,No,1,Hyderabad,Complete,1591512
EV-20341,2027-05-28,2016,GreenDrive,Sedan,68.4,87.1,415,81227,5.6,Yes,1,Bengaluru,Complete,1511710
EV-20290,2027-05-29,2016,Nexora,SUV,70.6,89.1,298,8239,7.1,Yes,1,Chennai,Complete,1614795
EV-20348,2027-05-30,2024,Nexora,Sedan,46.4,96.3,465,28950,4.8,No,1,Pune,Partial,1851098
EV-20350,2027-05-31,2025,Atheron,SUV,80.5,93.2,414,33862,6.5,Yes,2,Hyderabad,Partial,1867318
EV-20319,2027-06-01,2019,E-Motion,Crossover,70.2,88.7,249,24881,6.9,Yes,1,Delhi,Complete,1657822
EV-20222,2027-06-02,2023,E-Motion,Crossover,64.9,86.1,387,49578,9.7,No,2,Hyderabad,Complete,1586361
EV-20411,2027-06-03,2023,Nexora,Sedan,49.9,86.2,355,20965,7.5,Yes,1,Chennai,Partial,1596105
EV-20131,2027-06-04,2022,Atheron,Hatchback,58.9,88.6,326,28304,5.9,Yes,3,Delhi,Missing,1601064
EV-20604,2027-06-05,2021,Voltix,Sedan,32.6,,293,59815,7.5,No,1,Delhi,Complete,1377723
EV-20718,2027-06-06,2025,Atheron,Sedan,69.8,93.1,353,178655,5.3,No,1,Mumbai,Complete,1408633
EV-20847,2027-06-07,2016,Voltix,Sedan,76.6,87.2,427,65934,12,Yes,2,Hyderabad,Partial,1535091
EV-20697,2027-06-08,2018,Atheron,Hatchback,72.5,95.4,327,138838,7.6,No,2,Pune,Partial,1274268
EV-20018,2027-06-09,2020,Atheron,Hatchback,80,,389,52388,5.7,Yes,2,Hyderabad,Complete,1650638
EV-20346,2027-06-10,2016,Atheron,SUV,50.3,94.6,393,40401,8,Yes,2,Delhi,Partial,1565448
EV-20574,2027-06-11,2016,Nexora,Hatchback,58.3,95.6,315,25884,8.1,Yes,2,Delhi,Partial,1560028
EV-20731,2027-06-12,2018,GreenDrive,Hatchback,56.9,95.7,539,29064,3.9,Yes,1,Mumbai,Partial,1854772
EV-20567,2027-06-13,2016,Nexora,Crossover,79.9,95.5,346,20381,6.4,No,1,Chennai,Partial,1673123
EV-20698,2027-06-14,2021,Atheron,Sedan,55.6,87.4,367,52666,6.6,No,3,Delhi,Complete,1368661
EV-20669,2027-06-15,2024,E-Motion,SUV,71.5,94.1,428,23592,4.8,Yes,2,Pune,Partial,1901015
EV-20503,2027-06-16,2020,Atheron,Hatchback,73.2,99,355,52130,3.6,Yes,1,Chennai,Complete,1716888
EV-20769,2027-06-17,2020,Nexora,SUV,46.9,89.8,433,35136,7.3,No,1,Pune,Partial,1593808
EV-20951,2027-06-18,2020,E-Motion,Sedan,40.2,100,314,15859,6.5,Yes,1,Bengaluru,Partial,1640096
EV-20046,2027-06-19,2020,Voltix,Hatchback,73.1,99,367,121631,2,Yes,2,Pune,Partial,1575296
EV-20989,2027-06-20,2022,Voltix,SUV,66.2,91.3,283,21500,5.4,Yes,1,Hyderabad,Complete,1810163
EV-20981,2027-06-21,2022,Nexora,Hatchback,46.7,96,340,16002,9.4,Yes,1,Chennai,Complete,1560068
